Date,CCSP,CDCS,ADCS,CDWS,GL,NDCS,NRBCON,SL,ZSCS,EURUSD,USDCLP,USDCNY,USDPEN,USInflation,ChinaInflation
2016/6/22,36428,4733.35,1613.3,192420,1294.71,9112.35,1.54,17.54,2031.35,1.12,674.27,6.61,3.29,1,1.9
2016/6/29,37626,4849.45,1641.95,192435,1337.38,9706.3,1.49,19.39,2111.6,1.11,661.13,6.65,3.28,0.88,1.84
2016/7/6,37062,4736.25,1645.3,224770,1355.32,9987.55,1.39,20.07,2131.1,1.11,661.06,6.69,3.27,0.8,1.8
2016/7/13,38244,4926.1,1652.05,230995,1334.92,10379.85,1.4,20.14,2201.9,1.11,652.4,6.69,3.28,0.8,1.8
2016/7/20,38216,4927.05,1593.3,222840,1320.7,10479.2,1.35,19.57,2239.6,1.1,654.28,6.68,3.33,0.8,1.8
2016/7/27,37888,4877.65,1611.5,210465,1348.24,10585.5,1.31,20.35,2230.5,1.12,659.39,6.65,3.35,0.92,1.6
2016/8/3,37680,4804.5,1626.85,206735,1345.92,10679.15,1.36,19.98,2266.45,1.11,654.78,6.65,3.33,1.1,1.3
2016/8/10,37334,4793,1653.75,204730,1340.84,10488.4,1.37,19.87,2259.6,1.12,648.26,6.63,3.3,1.1,1.3
2016/8/17,37200,4752.75,1664.2,221360,1343.75,10241.05,1.49,19.26,2287.2,1.13,663.25,6.64,3.32,1.1,1.3
2016/8/24,36476,4605.95,1624.83,270155,1319.78,9806.2,1.49,18.62,2307.12,1.12,669.63,6.67,3.35,1.1,1.3
2016/8/31,36578,4611.3,1580.9,316060,1325.12,9927.65,1.32,19.28,2341.45,1.12,673.48,6.68,3.38,1.42,1.78
2016/9/7,36714,4619.8,1560.4,347200,1330.88,10124.2,1.38,19.26,2274.45,1.12,668.4,6.67,3.37,1.5,1.9
2016/9/14,37082,4762.6,1564.65,349460,1314.73,9897.5,1.41,19,2240.6,1.12,673.14,6.67,3.38,1.5,1.9
2016/9/21,37696,4799.15,1623.05,357265,1334.72,10520.4,1.39,19.57,2281,1.12,661.06,6.67,3.36,1.5,1.9
2016/9/28,37864,4812.05,1661.9,372155,1307.3,10379.95,1.48,18.79,2368.3,1.12,659.76,6.67,3.38,1.54,1.98
2016/10/5,37868,4778.95,1674.1,356020,1258.03,10247.55,1.49,17.5,2301.35,1.11,666.84,6.68,3.4,1.6,2.1
2016/10/12,37758,4690.25,1665.75,347375,1255.81,10394.6,1.49,17.47,2251.1,1.1,668.54,6.73,3.4,1.6,2.1
2016/10/19,37646,4647.55,1626.6,344945,1267.03,10105.3,1.51,17.59,2293.75,1.09,661.64,6.76,3.37,1.6,2.1
2016/10/26,38428,4818.9,1710.95,326875,1274.93,10350.85,1.47,17.83,2396.7,1.1,652.1,6.77,3.36,1.62,2.14
2016/11/2,39500,5025.85,1722.55,304925,1291.73,10688.5,1.4,18.34,2447.85,1.11,651.07,6.76,3.37,1.7,2.3
2016/11/9,44772,5521.95,1750.85,271320,1242.53,11331.4,1.32,17.67,2526.85,1.08,663.42,6.82,3.39,1.7,2.3
2016/11/16,44394,5492.45,1722.2,251305,1215.17,11192.7,1.36,16.67,2539.1,1.06,675.82,6.88,3.4,1.7,2.3
2016/11/23,47514,5799.65,1754.6,236440,1187.38,11442.05,1.4,16.46,2749.15,1.06,675.94,6.9,3.42,1.7,2.3
2016/11/30,46838,5836,1722.95,233610,1172.2,11382.5,1.54,16.61,2716.35,1.07,668.45,6.88,3.4,2.02,2.14
2016/12/7,47114,5762.2,1736.1,232020,1164.52,11285.95,1.52,16.97,2697.1,1.06,652.02,6.89,3.4,2.1,2.1
2016/12/14,46020,5608.8,1733.9,314000,1135.13,11086,1.56,16.16,2701.45,1.04,670.03,6.94,3.4,2.1,2.1
2016/12/21,44432,5489.6,1731.6,335115,1132.94,10438.45,1.63,15.81,2581.3,1.05,673.85,6.95,3.38,2.1,2.1
2016/12/28,45314,5503.2,1702.35,322105,1152.5,9966.55,1.66,16.03,2533.3,1.05,670.39,6.95,3.36,2.26,2.26
2017/1/4,45290,5612.95,1723.9,298215,1176.8,10299.3,1.61,16.55,2630.35,1.06,667.71,6.92,3.37,2.5,2.5
2017/1/11,47148,5792.4,1792.85,282400,1200.47,10214.85,1.6,16.85,2719.8,1.06,661.85,6.9,3.36,2.5,2.5
2017/1/18,46614,5776.7,1850.25,274470,1208.92,9808.2,1.56,17.08,2770.65,1.07,656.38,6.86,3.3,2.5,2.5
2017/1/25,47302,5889.8,1816.6,265450,1197.03,9586.9,1.53,17.09,2780.7,1.07,648.68,6.88,3.28,2.5,2.5
2017/2/1,46735,5837.1,1816.8,256935,1222.82,10280.3,1.53,17.57,2818.7,1.08,643.18,6.87,3.27,2.7,0.8
2017/2/8,48042,5975.4,1854.85,249125,1231.24,10537.05,1.56,17.8,2888.75,1.06,643.11,6.87,3.26,2.7,0.8
2017/2/15,48632,6015.95,1883.15,229415,1235.91,10954.35,1.52,18,2856.65,1.06,640.53,6.87,3.25,2.7,0.8
2017/2/22,47886,5935.2,1888.2,210845,1248.85,10801.5,1.52,18.21,2818.1,1.06,645.43,6.87,3.25,2.7,0.8
2017/3/1,47830,5885.05,1892.1,218875,1231.78,10852.85,1.66,17.87,2761.95,1.06,656.29,6.89,3.28,2.4,0.9
2017/3/8,46672,5742.15,1860.25,320915,1202.83,10071.6,1.61,16.99,2702.45,1.06,665.34,6.91,3.28,2.4,0.9
2017/3/15,47404,5850.45,1897,335995,1230.16,10141.85,1.6,17.38,2823.25,1.07,661.48,6.9,3.25,2.4,0.9
2017/3/22,46492,5788.05,1923.95,314840,1248.25,9872.35,1.61,17.8,2797.7,1.08,662.45,6.88,3.24,2.4,0.9
2017/3/29,47192,5823.9,1946.6,291355,1250.69,9942.75,1.69,18.21,2766.25,1.07,660.26,6.88,3.24,2.32,1.02
2017/4/5,47236,5788.9,1930.3,267175,1257.81,10054.45,1.74,18.13,2650.45,1.06,655.23,6.9,3.24,2.2,1.2
2017/4/12,46202,5599.85,1885,256815,1286.79,9516.2,1.73,18.42,2563.6,1.06,648.86,6.88,3.25,2.2,1.2
2017/4/19,45860,5603.15,1927.3,266285,1276.85,9298.65,1.64,17.9,2579.7,1.08,653.44,6.88,3.24,2.2,1.2
2017/4/26,46401,5715.85,1921.58,258430,1262.63,9353.6,1.55,17.1,2621.6,1.09,665.29,6.89,3.24,2.08,1.32
2017/5/3,45446,5519.15,1891.15,330360,1227.93,9107,1.5,16.27,2582.8,1.09,674.15,6.9,3.27,1.9,1.5
2017/5/10,45010,5544.65,1887.5,330590,1227.43,9177.4,1.58,16.47,2562.85,1.1,670.27,6.89,3.27,1.9,1.5
2017/5/17,45466,5640.75,1932.1,335755,1254.43,9256.1,1.64,16.89,2587.25,1.12,671.32,6.88,3.27,1.9,1.5
2017/5/24,45734,5655.07,1941.6,319605,1261.86,9045.2,1.64,17.29,2623.1,1.12,672.19,6.86,3.27,1.9,1.5
2017/5/31,45282,5631.3,1915.46,305380,1277.13,8854.4,1.58,17.46,2513.95,1.13,670.28,6.8,3.26,1.66,1.5
2017/6/7,45596,5700.7,1892.15,282575,1272.58,8782.2,1.49,17.17,2464.7,1.12,663.84,6.8,3.26,1.6,1.5
2017/6/14,45526,5655.4,1868.15,267365,1250.69,8855.35,1.44,16.62,2513.45,1.12,663.36,6.81,3.27,1.6,1.5
2017/6/21,45960,5766.15,1861.6,255985,1248.63,9027.4,1.44,16.57,2699.4,1.12,662.44,6.83,3.25,1.6,1.5
2017/6/28,46998,5899.75,1911.4,259110,1235.69,9262.2,1.51,16.42,2767.95,1.14,663.71,6.79,3.24,1.64,1.46
2017/7/5,46844,5817.05,1907.4,317100,1218.97,9017.35,1.51,15.82,2790.2,1.14,665.86,6.8,3.25,1.7,1.4
2017/7/12,47178,5916.55,1897.5,313295,1228.22,9428.6,1.55,15.97,2802.7,1.15,658.95,6.77,3.24,1.7,1.4
2017/7/19,47732,6003.55,1895.65,306930,1248.86,9639.3,1.59,16.39,2763.8,1.16,651.61,6.76,3.24,1.7,1.4
2017/7/26,49966,6308.2,1900.35,299690,1265.1,10129.4,1.66,16.68,2784.05,1.18,649.82,6.73,3.24,1.74,1.48
2017/8/2,50190,6366.3,1929.8,297880,1262.1,10360.2,1.63,16.42,2827.5,1.18,649.84,6.72,3.23,1.9,1.8
2017/8/9,50296,6383,2034.05,284990,1280.91,10595.3,1.6,16.94,2915.1,1.18,647.77,6.67,3.24,1.9,1.8
2017/8/16,50766,6500.7,2086.1,268710,1285.96,10986.5,1.59,17,3101.2,1.18,643.85,6.67,3.23,1.9,1.8
2017/8/23,51994,6666.25,2086.85,241070,1297.19,11581,1.69,17.16,3087.82,1.19,633.05,6.63,3.23,1.9,1.8
2017/8/30,52890,6812.05,2090.7,222685,1325.32,11889.25,1.84,17.68,3151.4,1.19,625.49,6.56,3.23,2.08,1.68
2017/9/6,52298,6755.6,2085.9,213165,1337.46,11861.85,1.66,17.89,3076.45,1.2,619.01,6.51,3.23,2.2,1.6
2017/9/13,50768,6478.2,2071.85,286100,1317.78,11127.4,1.65,17.51,3065.35,1.19,624.52,6.56,3.24,2.2,1.6
2017/9/20,50448,6419,2131.65,308910,1298.56,10693.7,1.68,17,3134.8,1.19,626.78,6.6,3.25,2.2,1.6
2017/9/27,51188,6442.15,2098.2,299035,1278.3,10353.5,1.6,16.67,3225.85,1.17,636.81,6.65,3.26,2.12,1.72
2017/10/4,52298,6613.5,2142.1,293785,1277.82,10679,1.58,16.79,3333.7,1.17,630.9,6.63,3.26,2,1.9
2017/10/11,53904,6918.85,2112.3,286595,1293.76,11503.5,1.61,17.18,3253.55,1.18,622.53,6.59,3.24,2,1.9
2017/10/18,55272,6957.9,2128,287220,1281.61,11733.5,1.67,17.02,3186.5,1.18,628.6,6.63,3.23,2,1.9
2017/10/25,54608,6880.2,2156.65,275170,1272.6,11794,1.76,16.8,3273.2,1.17,634.6,6.64,3.24,2,1.9
2017/11/1,54488,6878.2,2150.47,270805,1275.29,12695.4,1.79,17.04,3267.7,1.16,632.79,6.62,3.24,2.2,1.7
2017/11/8,53668,6787.6,2080.12,260075,1280.09,12220.8,1.8,16.99,3231.65,1.17,630.54,6.63,3.24,2.2,1.7
2017/11/15,52972,6771.45,2078.1,246095,1281.49,11512.2,1.74,17.04,3199.5,1.18,631.69,6.63,3.24,2.2,1.7
2017/11/22,53882,6906.4,2102.3,211965,1291.72,11687.1,1.78,17.02,3236.4,1.18,635.86,6.6,3.23,2.2,1.7
2017/11/29,53032,6717.6,2046.7,187750,1276.08,11172.2,1.72,16.35,3188.2,1.19,647.76,6.61,3.23,2.14,1.76
2017/12/6,51564,6569.05,1996.2,194175,1248.6,10962.3,1.7,15.78,3114.75,1.18,654.49,6.62,3.23,2.1,1.8
2017/12/13,52756,6817.55,2041.9,195360,1257.21,11427.2,1.67,16.05,3185.25,1.18,632.32,6.61,3.26,2.1,1.8
2017/12/20,54040,7082.6,2168.65,201620,1272.67,12036.1,1.76,16.3,3249.65,1.19,620.11,6.56,3.24,2.1,1.8
2017/12/27,54897,7201.53,2255.65,201702.5,1300.94,12448.8,1.78,16.89,3331.6,1.2,612.26,6.52,3.23,2.1,1.68
2018/1/3,54586,7092.95,2185.8,202350,1317.33,12515.9,1.81,17.1,3373.3,1.2,605.92,6.5,3.21,2.1,1.5
2018/1/10,54512,7101.35,2186.3,203405,1330.78,12685.9,1.84,17.12,3425.1,1.21,605.2,6.47,3.21,2.1,1.5
2018/1/17,53526,6986.6,2224.95,216330,1331.91,12596.85,1.88,16.98,3424.05,1.22,606.6,6.41,3.21,2.1,1.5
2018/1/24,53198,7060.95,2231.55,300200,1346.77,13582.6,1.92,17.28,3526.65,1.24,602.72,6.33,3.21,2.1,1.5
2018/1/31,52754,7064.2,2207.35,303280,1337.76,13595,1.87,16.87,3571.05,1.24,600.68,6.29,3.22,2.18,2.62
2018/2/7,51768,6816.9,2141.95,322835,1320.96,13127.8,1.72,16.42,3441.65,1.23,600.32,6.31,3.26,2.2,2.9
2018/2/14,52270,7115.8,2207.15,335210,1345.09,13827.1,1.74,16.67,3586,1.24,593.7,6.34,3.25,2.2,2.9
2018/2/21,52703,7066.05,2183.8,333260,1327.22,13796.8,1.79,16.52,3556.6,1.23,591.19,6.33,3.25,2.2,2.9
2018/2/28,52014,6896.9,2140.8,325105,1322.27,13512.6,1.89,16.48,3370.65,1.23,597.39,6.34,3.25,2.36,2.26
2018/3/7,51568,6887.65,2082.25,316995,1323.84,13602.4,1.89,16.51,3257.5,1.23,603.52,6.33,3.25,2.4,2.1
2018/3/14,51334,6849.7,2062.95,320470,1316.5,13552.3,1.94,16.33,3237.25,1.23,606.75,6.32,3.26,2.4,2.1
2018/3/21,49916,6638.65,2036.6,339175,1341.12,13063.1,2.01,16.53,3243.55,1.24,606.4,6.3,3.23,2.4,2.1
2018/3/28,49858,6703.3,1980.35,384075,1329.7,13284.8,1.99,16.38,3290,1.23,603.78,6.29,3.22,2.44,1.98
2018/4/4,50626,6779.9,2067.7,372675,1333.64,13326.7,1.99,16.41,3235.4,1.23,603.02,6.3,3.23,2.5,1.8
2018/4/11,50802,6840.05,2349.2,359295,1345.15,13973.9,2.05,16.61,3137,1.24,596.5,6.28,3.22,2.5,1.8
2018/4/18,51622,6948.25,2408.9,353670,1336.96,14630.1,2.09,16.96,3218.2,1.23,597.37,6.29,3.22,2.5,1.8
2018/4/25,51508,6826.85,2252.9,337285,1316.46,13857.35,2.11,16.38,3112.1,1.21,607.73,6.33,3.23,2.56,1.8
2018/5/2,50908,6764.58,2344.57,312325,1312.01,13872.1,2.1,16.43,3031.75,1.2,624.24,6.36,3.27,2.8,1.8
2018/5/9,51032,6838.5,2325.65,288100,1311.19,14092.5,2.19,16.5,3055.85,1.19,626.67,6.35,3.26,2.8,1.8
2018/5/16,51054,6854.35,2288.6,299115,1291.59,14590,2.25,16.43,3080.45,1.18,632.22,6.37,3.27,2.8,1.8
2018/5/23,51368,6853.08,2264.38,296085,1299.19,14757.25,2.19,16.47,3053.47,1.16,625.47,6.4,3.27,2.8,1.8
2018/5/30,51468,6925.3,2298.25,307500,1296.07,15343.1,2.14,16.42,3137.35,1.17,630.77,6.41,3.26,2.86,1.86
2018/6/6,53410,7266.15,2309.5,303850,1297.44,15347.65,2.1,16.77,3221.05,1.18,631.81,6.4,3.26,2.9,1.9
2018/6/13,53014,7049.2,2228.3,294105,1286.61,15064.9,2.07,16.69,3147.35,1.16,636.29,6.43,3.27,2.9,1.9
2018/6/20,51530,6761.6,2170.35,306250,1265.68,14865.8,2.05,16.3,2956.95,1.16,639.54,6.52,3.27,2.9,1.9
2018/6/27,51234,6591.8,2145.55,293590,1249.41,14630.7,2.13,15.98,2898.15,1.16,651.24,6.63,3.27,2.9,1.98
2018/7/4,49742,6342.8,2117.75,275575,1256.34,14036.6,2.13,16.04,2724.95,1.17,652.37,6.63,3.28,2.9,2.1
2018/7/11,48602,6167.6,2085.45,260775,1239.75,13745.9,2.05,15.75,2561.5,1.17,651.16,6.69,3.26,2.9,2.1
2018/7/18,48724,6129.4,2059.25,255655,1226.14,13401,2.07,15.42,2614.6,1.17,658.63,6.77,3.27,2.9,2.1
2018/7/25,49888,6261.1,2055.95,253715,1224.52,13745.9,2.15,15.46,2641.45,1.17,642.34,6.8,3.26,2.9,2.1
2018/8/1,49436,6136.4,2014.35,250395,1211.16,13508.55,2.07,15.33,2634.85,1.16,644.27,6.83,3.26,2.7,2.3
2018/8/8,49596,6127,2068.25,252915,1204.78,13658.2,2.02,15.22,2548.7,1.14,654.07,6.85,3.27,2.7,2.3
2018/8/15,48458,5905.8,2016.9,258875,1184.24,13264.8,2,14.66,2373.1,1.14,667.22,6.87,3.3,2.7,2.3
2018/8/22,48582,6057.35,2073.48,266535,1199.56,13406.7,2.08,14.7,2514.55,1.16,662.69,6.82,3.29,2.7,2.3
2018/8/29,48636,5968.9,2091.15,264920,1199.97,12880.1,2.09,14.48,2468.9,1.16,680.44,6.83,3.3,2.54,2.38
2018/9/5,47911,5881.7,2026.2,247135,1197.44,12290.2,1.97,14.14,2395.65,1.16,690.99,6.85,3.32,2.3,2.5
2018/9/12,48516,5985.9,2011.85,224025,1199.86,12422.8,2,14.14,2329.15,1.17,685.32,6.85,3.31,2.3,2.5
2018/9/19,50117,6244.15,2027.9,215295,1202.19,12770.4,2.04,14.3,2487.25,1.17,670.24,6.86,3.3,2.3,2.5
2018/9/26,50420,6252.4,2055.3,203785,1191.88,12507.9,2.1,14.45,2624.75,1.16,659.91,6.88,3.3,2.38,2.5
2018/10/3,50364,6238.45,2121.1,185950,1195.52,12609.4,2.1,14.5,2680.5,1.15,674.69,6.89,3.32,2.5,2.5
2018/10/10,50632,6266.7,2027.45,167215,1217.3,12567.1,1.96,14.54,2642.05,1.16,679.08,6.91,3.33,2.5,2.5
2018/10/17,50290,6207.75,1999.6,155695,1225.12,12365.2,1.89,14.6,2700.3,1.15,678.57,6.94,3.33,2.5,2.5
2018/10/24,49854,6180.6,1968.4,146105,1230.26,11884.7,1.82,14.58,2677.3,1.14,690.13,6.95,3.35,2.5,2.5
2018/10/31,49392,6169.7,1947.2,161605,1227.74,11675.9,1.72,14.56,2570,1.14,685.68,6.92,3.36,2.26,2.26
2018/11/7,49356,6116.85,1949.6,171045,1212.37,11486.6,1.62,14.21,2556.9,1.13,683.11,6.94,3.37,2.2,2.2
2018/11/14,49502,6205.5,1920.05,158285,1218.03,11166.9,1.56,14.3,2648.5,1.14,673.28,6.94,3.38,2.2,2.2
2018/11/21,49566,6233.6,1935.8,140220,1222.49,10841.25,1.45,14.31,2602.4,1.13,671.99,6.94,3.37,2.2,2.2
2018/11/28,49814,6248.7,1952.7,134825,1227.16,11021.2,1.43,14.32,2634.3,1.14,671.09,6.91,3.37,2.08,2.08
2018/12/5,49448,6132.5,1942.85,124280,1241.95,10841.6,1.45,14.52,2688.7,1.14,676.72,6.88,3.36,1.9,1.9
2018/12/12,49240,6094.25,1921.6,120980,1243.95,10835.4,1.42,14.65,2603.2,1.14,684.26,6.89,3.34,1.9,1.9
2018/12/19,48294,5962.28,1905.65,129190,1259.37,10811.07,1.31,14.68,2563.4,1.14,690.74,6.89,3.35,1.9,1.9
2018/12/26,48246,5949.12,1855.63,130965,1277.5,10667.58,1.32,15.3,2522.15,1.14,693.81,6.88,3.37,1.84,1.86
2019/1/2,47488,5844.15,1845.55,132335,1287.42,10964.6,1.35,15.62,2508,1.14,686.38,6.86,3.35,1.6,1.7
2019/1/9,47356,5903.5,1821.2,133455,1289.45,11361.5,1.4,15.6,2486.6,1.15,674.87,6.78,3.34,1.6,1.7
2019/1/16,47608,5957.65,1854.5,139030,1286.31,11626.6,1.43,15.39,2565.65,1.14,671,6.78,3.32,1.6,1.7
2019/1/23,47370,5972.45,1878.55,146320,1296.18,11811.4,1.37,15.57,2662,1.14,670.12,6.76,3.34,1.6,1.7
2019/1/30,47830,6150.95,1887.2,149590,1317.05,12690.3,1.41,15.91,2752.2,1.14,655.15,6.73,3.33,1.54,1.58
2019/2/6,48086,6181.35,1859.65,148990,1309.74,12598.25,1.44,15.7,2674.95,1.13,658.34,6.76,3.32,1.5,1.5
2019/2/13,48332,6226.15,1826.45,143235,1321.2,12343.25,1.53,15.72,2633.7,1.13,660.96,6.77,3.33,1.5,1.5
2019/2/20,49654,6477.5,1878,135310,1329.09,12858.5,1.59,15.89,2734.55,1.13,651.2,6.71,3.31,1.5,1.5
2019/2/27,50062,6527.3,1876.8,125505,1300.01,13160,1.7,15.32,2796.25,1.14,656.23,6.7,3.3,1.74,1.98
2019/3/6,49820,6463.1,1838.1,115985,1292.61,13097.6,1.81,15.21,2786.6,1.12,666.55,6.71,3.3,1.9,2.3
2019/3/13,49958,6458.05,1890.9,161570,1303.15,12947.05,1.87,15.31,2853.1,1.13,668.26,6.71,3.29,1.9,2.3
2019/3/20,49824,6381.1,1876.3,175425,1314.37,12960.1,1.93,15.45,2880.1,1.13,673.38,6.71,3.29,1.9,2.3
2019/3/27,49420,6412.2,1881.9,169030,1294.26,12949.4,1.9,15.11,2957.35,1.12,676.74,6.72,3.31,1.94,2.38
2019/4/3,49409,6448.4,1860.7,192080,1294.92,13105.4,1.97,15.15,2965.2,1.12,664.91,6.72,3.29,2,2.5
2019/4/10,49384,6444.7,1841.75,193325,1291,12949.05,2.04,15.01,2960.8,1.13,661.67,6.71,3.29,2,2.5
2019/4/17,49496,6449.4,1848.35,189140,1274.24,12521,2.09,14.95,2867,1.12,663.35,6.71,3.3,2,2.5
2019/4/24,49038,6406.25,1823.95,207645,1280.25,12279.2,2.11,14.95,2896.3,1.12,675.39,6.73,3.32,2,2.5
2019/5/1,48428,6197.65,1787.35,229080,1278.26,12074.15,2.01,14.79,2838.4,1.12,679.8,6.75,3.31,1.8,2.7
2019/5/8,47784,6062.05,1780.2,211810,1289.44,11839.1,1.98,14.76,2726.85,1.12,687.82,6.84,3.31,1.8,2.7
2019/5/15,47832,6025.3,1798,190900,1282.42,12079.6,2.03,14.52,2748.35,1.12,694.51,6.9,3.33,1.8,2.7
2019/5/22,47178,5920.9,1766.85,186255,1281,12108.1,1.95,14.49,2704.6,1.12,698.53,6.91,3.34,1.8,2.7
2019/5/29,46598,5830.45,1762.25,206605,1304.56,11940.6,1.82,14.61,2657.9,1.12,703.92,6.9,3.36,1.72,2.7
2019/6/5,46446,5813.75,1742.9,211570,1331.92,11632,1.73,14.82,2623,1.13,693.91,6.91,3.33,1.6,2.7
2019/6/12,46464,5838.85,1745.65,242795,1340.69,11774,1.71,14.87,2598.4,1.12,697.01,6.92,3.34,1.6,2.7
2019/6/19,46940,5956.35,1763.25,245815,1397.79,12114.55,1.83,15.35,2596.6,1.13,683.75,6.87,3.31,1.6,2.7
2019/6/26,47120,5947.15,1774.45,241020,1406.72,12393.9,1.93,15.25,2555.8,1.14,679.08,6.87,3.29,1.68,2.74
2019/7/3,46468,5877.95,1786,288265,1405.25,12456.4,1.92,15.13,2411.1,1.12,683.13,6.88,3.29,1.8,2.8
2019/7/10,46465,5956.25,1819.65,290095,1411.71,13401.9,1.96,15.3,2446.45,1.13,681.1,6.88,3.28,1.8,2.8
2019/7/17,47320,5987.35,1813.2,296635,1428.35,14460.6,1.85,16.25,2435.9,1.12,686.37,6.88,3.28,1.8,2.8
2019/7/24,47114,5966.25,1787.7,294010,1423.16,14249.6,1.87,16.48,2459,1.11,695.27,6.88,3.29,1.8,2.8
2019/7/31,46464,5759.5,1745.85,285230,1447.05,14660,1.77,16.33,2357.4,1.11,711.43,6.96,3.34,1.72,2.8
2019/8/7,46546,5741.6,1739.55,273620,1503.19,15550.6,1.67,17.01,2271.1,1.12,709.95,7.05,3.38,1.7,2.8
2019/8/14,46566,5722.8,1753.7,313050,1511.37,16063.3,1.66,17.12,2244.1,1.11,710.23,7.04,3.39,1.7,2.8
2019/8/21,46370,5651,1742.4,331130,1519.41,15758.4,1.65,17.48,2263.85,1.11,717.42,7.11,3.38,1.7,2.8
2019/8/28,46648,5643.4,1721.55,334970,1532.86,17375.2,1.6,18.53,2243.8,1.1,722.79,7.16,3.4,1.7,2.88
2019/9/4,47224,5789,1767.4,315260,1512.42,17900.6,1.56,18.45,2333.25,1.1,714.99,7.13,3.35,1.7,3
2019/9/11,47584,5824.95,1773.35,300570,1496.9,17698.6,1.62,17.89,2361.5,1.11,711.05,7.09,3.33,1.7,3
2019/9/18,47446,5762.95,1762,287490,1512.83,17457,1.67,18.13,2317.6,1.1,718.5,7.1,3.35,1.7,3
2019/9/25,47210.67,5707.4,1717.3,267625,1491.32,17361.3,1.62,17.49,2352.4,1.09,727.21,7.14,3.37,1.72,3.16
2019/10/2,47173.33,5641.07,1716.6,280340,1501.7,17761,1.57,17.56,2330.2,1.1,719.7,7.15,3.38,1.8,3.8
2019/10/9,47014,5738.05,1725.65,280675,1492.38,17365.3,1.61,17.56,2422.65,1.1,715.83,7.1,3.36,1.8,3.8
2019/10/16,46994,5758.35,1722.6,271525,1488.87,16355.8,1.62,17.51,2485.6,1.11,717.41,7.08,3.35,1.8,3.8
2019/10/23,47344,5884.7,1728.05,260440,1495.99,16743.7,1.67,17.8,2553.45,1.11,725.22,7.07,3.34,1.8,3.8
2019/10/30,47216,5849.3,1787.9,257645,1503.02,16597.6,1.66,17.93,2564.75,1.11,741.6,7.03,3.34,1.98,4.22
2019/11/6,47290,5893.75,1803.45,235995,1465.88,15982.5,1.62,17.01,2526.55,1.1,753.25,7,3.36,2.1,4.5
2019/11/13,47055,5819.2,1747.15,222370,1469.21,14991.6,1.62,17.01,2405.8,1.1,786.42,7.02,3.38,2.1,4.5
2019/11/20,47156,5852.3,1751.75,218450,1462.8,14465.7,1.68,17.02,2323.6,1.1,794.55,7.03,3.38,2.1,4.5
2019/11/27,47372,5857.95,1783.4,209360,1462.64,13777.6,1.61,16.98,2279.95,1.1,810.87,7.04,3.39,2.18,4.5
2019/12/4,47724,5959,1760.45,194240,1467.17,13272.6,1.64,16.72,2241.25,1.11,779.28,7.04,3.38,2.3,4.5
2019/12/11,48914,6145.8,1757.52,171805,1474.37,13999.3,1.65,16.94,2264.3,1.11,763.54,7,3.36,2.3,4.5
2019/12/18,48984,6166.5,1774.2,154590,1483.32,14187.7,1.71,17.28,2309.1,1.11,752.26,7.01,3.32,2.3,4.5
2019/12/25,49300,6181.87,1792.92,147492.5,1511.9,14159.35,1.73,17.84,2295.5,1.12,749.01,6.99,3.31,2.3,4.5
2020/1/1,48977,6133.15,1786.17,143642.5,1548.71,13910.95,1.72,18.07,2328.22,1.12,760.85,6.96,3.31,2.5,5.4
2020/1/8,48806,6202.47,1776.25,133005,1552.84,13976,1.65,17.96,2393.25,1.11,768.32,6.91,3.32,2.5,5.4
2020/1/15,48930,6222.5,1796.8,133445,1556.85,13860.1,1.64,17.95,2446.75,1.11,773.28,6.88,3.32,2.5,5.4
2020/1/22,47592,5864,1768.7,189670,1568.33,12940.9,1.53,17.84,2322.85,1.1,779.11,6.93,3.32,2.5,5.4
2020/1/29,45626,5566.05,1693,181045,1573.99,12634.3,1.48,17.72,2193.45,1.1,791.07,6.97,3.36,2.42,5.32
2020/2/5,45520,5691,1696.8,172930,1566.47,12913.9,1.51,17.7,2166.3,1.09,786.94,6.98,3.38,2.3,5.2
2020/2/12,45698,5762.6,1702.63,164375,1581.46,12980.5,1.59,17.75,2145.25,1.08,793.05,6.98,3.38,2.3,5.2
2020/2/19,45870,5705.65,1684.9,163305,1633.6,12495.9,1.62,18.36,2068.9,1.08,804.89,7.02,3.39,2.3,5.2
2020/2/26,45132,5637.65,1686.2,217530,1620.04,12419.8,1.47,17.24,2000.2,1.1,813.16,6.99,3.43,1.98,4.84
2020/3/4,44510,5597,1686.25,198935,1662.2,12696.7,1.35,17.17,1968.35,1.13,828.16,6.94,3.47,1.5,4.3
2020/3/11,43126,5359.55,1650.22,192185,1556.29,12000.8,0.86,14.56,1931,1.12,846.98,7,3.53,1.5,4.3
2020/3/18,38476,4758.2,1566.8,229115,1526.43,11128.2,0.55,12.83,1824.65,1.08,859.74,7.08,3.54,1.5,4.3
2020/3/25,38970,4823.33,1502.8,223680,1613.33,11272.1,0.56,14.26,1858.9,1.1,842.17,7.09,3.43,1.5,4.3
2020/4/1,40007,4875.5,1449.4,218725,1624.89,11257.89,0.65,14.55,1883.65,1.08,858.91,7.08,3.42,0.3,3.3
2020/4/8,41394,5032.34,1445.2,260040,1692.39,11629.67,0.69,15.37,1897.8,1.09,843.9,7.05,3.38,0.3,3.3
2020/4/15,42194,5110.8,1465.67,263190,1699.1,11989.05,0.66,15.25,1926.75,1.09,854.14,7.08,3.4,0.3,3.3
