Epochs,Activation function,Hidden nodes,Optimizer,Initializer,Regularizer,In-sample RMSE,Out-of-sample RMSE
100,tanh,8,Adam,small_random,0.0001,0.099245094,0.193022399
100,relu,11,Adam,small_random,0,0.100248113,0.480420381
100,sigmoid,8,SGD,Xavier,0.001,0.100658506,0.164808837
100,sigmoid,5,Adam,Xavier,0,0.101734579,0.121373188
100,tanh,5,Adam,small_random,0.0001,0.101892099,0.150884634
200,relu,8,SGD,small_random,0.0001,0.102255516,0.524772676
100,relu,8,SGD,small_random,0.0001,0.102713197,0.258871994
100,sigmoid,8,SGD,small_random,0.001,0.102934957,0.250360485
100,sigmoid,8,SGD,Xavier,0,0.103144996,0.155833798
100,sigmoid,11,SGD,Xavier,0.001,0.104738154,0.129404076
100,relu,5,SGD,small_random,0.001,0.10479857,0.178573942
200,sigmoid,5,SGD,Xavier,0,0.10533116,0.284988945
100,sigmoid,5,Adam,Xavier,0.001,0.106221437,0.182124498
200,sigmoid,8,SGD,Xavier,0.001,0.107404202,0.180285339
100,tanh,8,SGD,small_random,0.0001,0.108401909,0.232835791
200,sigmoid,11,SGD,small_random,0.0001,0.109245919,0.225647155
100,relu,8,SGD,small_random,0,0.109613501,0.241074739
300,sigmoid,8,SGD,small_random,0,0.110617556,0.127341139
300,tanh,5,SGD,small_random,0,0.112239867,0.285958825
100,tanh,11,SGD,small_random,0,0.112298645,0.20988893
300,tanh,8,SGD,small_random,0.0001,0.114652023,0.418845921
300,tanh,5,SGD,small_random,0.0001,0.116790794,0.197583512
200,sigmoid,8,SGD,small_random,0,0.11714977,0.31226399
100,tanh,11,Adam,small_random,0.001,0.117862612,0.195963992
200,relu,11,SGD,small_random,0.001,0.118507341,0.159068615
200,relu,8,Adam,small_random,0,0.118544415,0.13535817
300,relu,5,SGD,small_random,0.001,0.119374022,0.425046348
100,tanh,11,SGD,small_random,0.0001,0.120149225,0.244208738
100,sigmoid,5,Adam,small_random,0.001,0.120342731,0.087511758
100,sigmoid,8,Adam,small_random,0.0001,0.120603129,0.266401082
100,sigmoid,5,SGD,Xavier,0.001,0.120750792,0.108379195
200,sigmoid,5,SGD,small_random,0.001,0.122194663,0.175120962
100,relu,5,SGD,Xavier,0.001,0.122434855,0.397945368
200,sigmoid,5,Adam,small_random,0.001,0.12251085,0.365141953
100,tanh,8,SGD,small_random,0,0.123416506,0.252045866
100,tanh,5,SGD,small_random,0.001,0.123490699,0.215593926
100,relu,8,SGD,small_random,0.001,0.124296211,0.180951456
100,sigmoid,11,SGD,small_random,0,0.125331998,0.219842899
200,relu,5,Momentum,small_random,0.001,0.125793472,0.233356903
100,sigmoid,8,SGD,Xavier,0.0001,0.126443446,0.188484
100,sigmoid,5,SGD,Xavier,0,0.126678213,0.11560799
200,tanh,5,SGD,small_random,0,0.127989516,0.104306659
200,relu,8,SGD,small_random,0,0.128377706,0.161552307
100,relu,11,Adam,small_random,0.0001,0.128588676,0.521038394
200,sigmoid,8,SGD,small_random,0.0001,0.128955886,0.089402946
200,sigmoid,5,SGD,small_random,0,0.129920438,0.120497587
100,relu,8,Adam,small_random,0,0.131721348,0.577486484
300,relu,5,SGD,small_random,0,0.131962001,0.178145373
200,relu,5,Adam,small_random,0.0001,0.132270068,0.27422917
100,relu,5,SGD_with_cosine,Xavier,0,0.132662162,0.194568902
200,tanh,5,SGD,small_random,0.001,0.133135661,0.135689712
100,tanh,5,Adam,small_random,0.001,0.133336604,0.492534172
100,relu,5,SGD,small_random,0,0.136761501,0.161667175
300,tanh,11,SGD_with_cosine,Xavier,0.001,0.139328584,0.160296212
100,sigmoid,11,SGD,small_random,0.0001,0.139714405,0.205954476
100,tanh,5,SGD,small_random,0,0.140222892,0.327407092
100,sigmoid,11,SGD,small_random,0.001,0.143284887,0.163003777
200,relu,5,Adam,small_random,0,0.147018254,0.329832654
100,sigmoid,5,SGD,small_random,0.0001,0.149468526,0.157827667
100,relu,11,Adam,small_random,0.001,0.149716526,0.499386583
100,sigmoid,5,SGD,small_random,0.001,0.154072627,0.104350397
100,relu,5,Adam,small_random,0,0.154157579,0.283764662
100,tanh,11,Adam,small_random,0,0.154537201,0.257369248
200,relu,8,Adam,small_random,0.001,0.155332208,0.318788819
200,sigmoid,8,Momentum_with_cosine,Xavier,0.001,0.156342477,0.150335702
100,relu,11,SGD,small_random,0.0001,0.156474069,0.270130367
200,sigmoid,5,SGD,small_random,0.0001,0.158842295,0.156437792
300,tanh,11,Momentum_with_cosine,Xavier,0.0001,0.165442318,0.214605697
100,sigmoid,5,SGD,small_random,0,0.177513272,0.181399379
200,relu,5,SGD,small_random,0.001,0.178781584,0.217578486
200,sigmoid,8,Adam_with_cosine,Xavier,0,0.183924735,0.146075496
100,relu,8,Adam,small_random,0.001,0.18736957,0.409579518
200,relu,5,Adam,small_random,0.001,0.193211049,0.503252627
300,sigmoid,8,Adam_with_cosine,Xavier,0.001,0.194825709,0.134554895
200,sigmoid,11,Momentum_with_cosine,Xavier,0.001,0.206407145,0.146438903
100,sigmoid,5,Adam_with_cosine,Xavier,0.0001,0.211307645,0.181433788
200,sigmoid,8,SGD_with_cosine,small_random,0.0001,0.21344997,0.172698112
200,relu,11,SGD_with_cosine,Xavier,0.0001,0.214177802,0.135336571
300,sigmoid,11,Adam_with_cosine,Xavier,0.001,0.220646963,0.215529378
300,sigmoid,8,Momentum_with_cosine,small_random,0.001,0.225147322,0.263620956
300,sigmoid,5,Momentum_with_cosine,small_random,0,0.225762695,0.192945498
100,sigmoid,8,Adam_with_cosine,small_random,0.0001,0.229221374,0.329058277
200,tanh,11,Momentum_with_cosine,Xavier,0.0001,0.231347486,0.249746452
200,tanh,11,SGD_with_cosine,Xavier,0.0001,0.231480673,0.479093857
100,tanh,5,Adam_with_cosine,Xavier,0,0.235271484,0.22664652
200,sigmoid,11,Adam_with_cosine,Xavier,0.001,0.237275764,0.154007523
300,tanh,8,SGD_with_cosine,Xavier,0.001,0.239443824,0.497255696
200,sigmoid,5,Adam_with_cosine,Xavier,0.001,0.240388855,0.127309868
100,sigmoid,5,Momentum_with_cosine,Xavier,0.0001,0.24085778,0.160173482
300,relu,8,SGD_with_cosine,Xavier,0.001,0.241711304,0.339318598
200,sigmoid,5,SGD_with_cosine,Xavier,0,0.242982045,0.158550199
100,relu,8,SGD_with_cosine,Xavier,0,0.250469297,0.458932413
100,relu,5,SGD_with_cosine,Xavier,0.0001,0.251945704,0.392333023
200,relu,5,Momentum,Xavier,0,0.260640621,0.146417773
100,relu,5,Momentum,small_random,0,0.260986209,0.146587465
100,sigmoid,11,SGD_with_cosine,small_random,0.0001,0.261246651,0.229721996
100,sigmoid,8,SGD_with_cosine,small_random,0.001,0.264196396,0.33803842
100,tanh,5,SGD_with_cosine,Xavier,0.0001,0.266971946,0.550338173
300,relu,5,SGD_with_cosine,Xavier,0.0001,0.267667472,0.358937289
200,relu,11,Momentum_with_cosine,Xavier,0.001,0.267972082,0.262128669
300,tanh,8,Momentum_with_cosine,Xavier,0.001,0.269277722,0.300070832
200,sigmoid,8,Momentum_with_cosine,Xavier,0,0.272328019,0.281152865
100,relu,11,Adam_with_cosine,Xavier,0.001,0.272615612,0.272384047
200,tanh,5,Adam_with_cosine,small_random,0,0.281255692,0.388970886
300,relu,11,Adam_with_cosine,Xavier,0.001,0.286281168,0.469628719
200,sigmoid,11,Adam_with_cosine,small_random,0.0001,0.293099463,0.27531692
100,sigmoid,5,Momentum_with_cosine,Xavier,0,0.293715507,0.358799434
200,tanh,11,Adam_with_cosine,Xavier,0.001,0.294658065,0.515848508
100,relu,5,Adam,small_random,0.0001,0.297034144,0.600568806
200,tanh,8,Adam_with_cosine,Xavier,0.0001,0.298253566,0.494050739
200,relu,11,Adam_with_cosine,Xavier,0.0001,0.300197273,0.36648409
300,sigmoid,8,SGD_with_cosine,Xavier,0,0.302135944,0.180520346
100,tanh,11,Momentum_with_cosine,small_random,0,0.303922802,0.636809351
100,relu,5,Momentum_with_cosine,Xavier,0,0.312664717,0.188347578
100,sigmoid,11,Momentum_with_cosine,Xavier,0.0001,0.313349038,0.244489465
100,sigmoid,8,Momentum_with_cosine,small_random,0.0001,0.314254552,0.391004663
100,relu,5,Momentum_with_cosine,Xavier,0.001,0.315261781,0.341507545
100,sigmoid,8,SGD_with_cosine,Xavier,0.001,0.315307796,0.138280962
200,sigmoid,11,SGD_with_cosine,Xavier,0.001,0.320819825,0.187831676
200,tanh,11,SGD_with_cosine,Xavier,0.001,0.322320163,0.535528712
100,relu,5,Adam_with_cosine,Xavier,0.001,0.323389769,0.412929697
100,tanh,8,SGD_with_cosine,Xavier,0,0.326446742,0.284920096
200,tanh,8,Adam_with_cosine,Xavier,0,0.329577446,0.259077917
100,sigmoid,5,SGD_with_cosine,Xavier,0.001,0.332886785,0.184415484
200,relu,11,Adam_with_cosine,Xavier,0,0.334272444,0.367874089
100,tanh,5,Momentum_with_cosine,Xavier,0.001,0.335526049,0.272827449
100,sigmoid,5,Momentum_with_cosine,small_random,0.0001,0.336954564,0.387834957
200,relu,11,Momentum_with_cosine,Xavier,0,0.340119869,0.528265264
100,sigmoid,5,Adam_with_cosine,small_random,0,0.344684541,0.401777665
200,tanh,8,SGD_with_cosine,Xavier,0.001,0.347434402,0.22035044
300,tanh,8,Adam_with_cosine,Xavier,0.001,0.347904712,0.568386843
100,sigmoid,5,Adam_with_cosine,small_random,0.0001,0.350413114,0.438017712
300,sigmoid,11,SGD_with_cosine,Xavier,0.001,0.356221259,0.431238218
100,sigmoid,11,Momentum_with_cosine,small_random,0.001,0.358475238,0.172464686
200,sigmoid,8,SGD_with_cosine,Xavier,0,0.363183111,0.387602012
300,sigmoid,8,Momentum_with_cosine,Xavier,0,0.364548326,0.205002341
100,relu,8,Adam_with_cosine,Xavier,0.0001,0.36517027,0.166144211
300,tanh,11,Momentum_with_cosine,Xavier,0.001,0.36711973,0.200037991
300,sigmoid,5,Adam_with_cosine,Xavier,0,0.376774549,0.164979248
300,tanh,8,Momentum_with_cosine,small_random,0.0001,0.376954675,0.453713198
200,tanh,5,Momentum_with_cosine,Xavier,0.0001,0.380440146,0.20563144
100,sigmoid,8,SGD_with_cosine,Xavier,0,0.384259462,0.438545823
100,sigmoid,5,SGD_with_cosine,small_random,0.001,0.384272099,0.232415887
200,sigmoid,8,Adam_with_cosine,Xavier,0.001,0.385324031,0.210538234
300,sigmoid,5,Adam_with_cosine,small_random,0,0.390035242,0.449010533
100,sigmoid,11,SGD_with_cosine,Xavier,0.001,0.392058015,0.511300571
200,relu,8,Momentum_with_cosine,Xavier,0.0001,0.395671189,0.364635251
200,sigmoid,5,Adam_with_cosine,small_random,0.001,0.399989456,0.340655206
300,relu,8,Momentum_with_cosine,small_random,0.0001,0.401273161,0.268615786
100,relu,5,SGD_with_cosine,Xavier,0.001,0.405626208,0.385568509
100,sigmoid,11,Adam_with_cosine,Xavier,0.001,0.407237828,0.375384225
100,relu,11,Adam_with_cosine,small_random,0.0001,0.407569051,0.198106561
300,tanh,5,Adam_with_cosine,Xavier,0.001,0.408180207,0.268629346
300,tanh,11,Adam_with_cosine,small_random,0.001,0.412953913,0.86725076
100,sigmoid,11,Momentum_with_cosine,small_random,0.0001,0.413086593,0.549114416
300,sigmoid,11,Adam_with_cosine,small_random,0,0.418145508,0.327483169
300,tanh,8,Adam_with_cosine,Xavier,0.0001,0.419051945,0.493138473
200,relu,5,Adam_with_cosine,Xavier,0.001,0.420061409,0.62179555
100,relu,11,Momentum_with_cosine,Xavier,0.0001,0.421096563,0.321907521
300,sigmoid,5,Adam_with_cosine,Xavier,0.0001,0.422189415,0.284979553
200,relu,11,SGD_with_cosine,Xavier,0,0.422592103,0.488923447
100,sigmoid,5,SGD_with_cosine,Xavier,0.0001,0.422890365,0.386979166
200,sigmoid,11,SGD_with_cosine,small_random,0.0001,0.422975034,0.468747001
200,sigmoid,5,Adam_with_cosine,Xavier,0.0001,0.428075969,0.27248071
100,tanh,11,SGD_with_cosine,Xavier,0.001,0.436859161,0.689438153
100,tanh,8,Momentum_with_cosine,small_random,0.0001,0.437367767,0.326754427
100,relu,5,Adam,small_random,0.001,0.438378423,0.55251935
200,sigmoid,5,Adam_with_cosine,small_random,0,0.438796103,0.36850708
300,tanh,5,SGD_with_cosine,Xavier,0.0001,0.439141631,0.216388001
300,sigmoid,8,Adam_with_cosine,small_random,0,0.440960944,0.32623326
300,sigmoid,11,Momentum_with_cosine,small_random,0,0.442474574,0.339367998
200,relu,8,Momentum_with_cosine,Xavier,0.001,0.445472002,0.71100429
100,tanh,8,Momentum_with_cosine,Xavier,0,0.445822924,0.311486459
100,relu,5,Adam_with_cosine,small_random,0,0.446194082,0.524667123
300,relu,11,SGD_with_cosine,Xavier,0.001,0.447863936,0.50866996
100,tanh,5,Momentum_with_cosine,Xavier,0,0.451091737,0.168879364
200,relu,11,SGD_with_cosine,Xavier,0.001,0.452718168,0.517914604
100,tanh,8,Momentum_with_cosine,small_random,0.001,0.45424518,0.398647419
100,tanh,5,Momentum_with_cosine,small_random,0.001,0.455191851,0.386204643
100,sigmoid,5,SGD_with_cosine,small_random,0.0001,0.455481261,0.327419991
200,sigmoid,11,Momentum_with_cosine,Xavier,0,0.456998467,0.323348216
200,sigmoid,8,Adam_with_cosine,small_random,0.0001,0.459751695,0.258415536
200,sigmoid,5,Momentum_with_cosine,Xavier,0,0.464598387,0.346499627
200,tanh,8,Momentum_with_cosine,Xavier,0.001,0.465170979,0.14643049
100,tanh,8,Momentum_with_cosine,Xavier,0.001,0.465707213,0.734414538
200,relu,5,Adam_with_cosine,small_random,0.0001,0.466580629,0.837952728
200,sigmoid,8,SGD_with_cosine,Xavier,0.001,0.467354447,0.344229298
100,relu,11,Momentum_with_cosine,small_random,0,0.468756497,0.864996171
200,sigmoid,5,Adam_with_cosine,small_random,0.0001,0.469470888,0.523350311
300,sigmoid,8,Momentum_with_cosine,small_random,0,0.4719235,0.41272686
100,sigmoid,8,Momentum_with_cosine,small_random,0,0.47494635,0.361907594
200,relu,5,Momentum_with_cosine,small_random,0.0001,0.475134999,0.303496226
100,sigmoid,5,SGD_with_cosine,small_random,0,0.476884305,0.342113002
100,tanh,11,Adam_with_cosine,Xavier,0.0001,0.477128208,0.652896987
200,tanh,8,Momentum_with_cosine,Xavier,0.0001,0.478794098,0.301935
200,sigmoid,11,Adam_with_cosine,small_random,0,0.483016014,0.264760701
200,tanh,8,SGD_with_cosine,Xavier,0.0001,0.483349085,1.280841279
300,relu,5,SGD_with_cosine,Xavier,0.001,0.493929386,0.435329081
100,tanh,11,Momentum_with_cosine,Xavier,0.0001,0.495187223,0.381016063
100,sigmoid,11,Adam_with_cosine,small_random,0,0.49645099,0.423112182
200,sigmoid,5,SGD_with_cosine,small_random,0.001,0.504764676,0.326381114
100,relu,11,Momentum_with_cosine,Xavier,0.001,0.508848608,0.408701195
300,relu,5,Adam_with_cosine,Xavier,0.0001,0.509248853,0.52429769
200,tanh,5,SGD_with_cosine,Xavier,0.0001,0.510255635,0.640652559
300,relu,11,SGD_with_cosine,Xavier,0,0.517382443,0.496039348
100,sigmoid,11,Adam_with_cosine,Xavier,0,0.522082269,0.566140707
200,sigmoid,8,Adam_with_cosine,Xavier,0.0001,0.522732079,0.519140448
300,sigmoid,11,Adam_with_cosine,Xavier,0.0001,0.524465501,0.497962293
300,relu,8,SGD_with_cosine,small_random,0,0.526057422,0.926695935
200,tanh,5,Adam_with_cosine,Xavier,0,0.528731346,0.708739639
200,tanh,11,SGD_with_cosine,small_random,0.001,0.531503677,1.067731284
300,tanh,11,Adam_with_cosine,small_random,0.0001,0.532480597,0.826368387
300,sigmoid,11,SGD_with_cosine,small_random,0.0001,0.539750755,0.487907363
200,tanh,8,Momentum_with_cosine,Xavier,0,0.541588128,0.455319221
300,sigmoid,5,Momentum_with_cosine,Xavier,0.001,0.542322695,0.386184137
300,tanh,5,Momentum_with_cosine,Xavier,0.001,0.546233833,0.591830746
300,sigmoid,11,Adam_with_cosine,small_random,0.0001,0.549324572,0.405143424
200,sigmoid,5,Momentum_with_cosine,Xavier,0.0001,0.552299678,0.472047891
200,sigmoid,5,SGD_with_cosine,Xavier,0.001,0.555659115,0.478775061
200,relu,8,Momentum_with_cosine,small_random,0,0.556492627,0.63869708
100,relu,5,Adam_with_cosine,Xavier,0.0001,0.557416022,0.363179602
200,relu,8,SGD_with_cosine,Xavier,0.001,0.567550957,0.414936075
200,sigmoid,8,Adam_with_cosine,small_random,0.001,0.577675998,0.543824086
200,relu,5,SGD_with_cosine,Xavier,0.0001,0.577777803,0.870996528
200,tanh,11,Adam_with_cosine,small_random,0.001,0.577875912,0.455106744
300,tanh,5,Adam_with_cosine,Xavier,0,0.58012253,0.480969572
300,tanh,8,SGD_with_cosine,small_random,0.001,0.5807513,0.892414321
200,relu,11,Momentum_with_cosine,Xavier,0.0001,0.58595711,0.716130558
300,tanh,11,Momentum_with_cosine,small_random,0.0001,0.586002111,0.990154274
300,sigmoid,5,Momentum_with_cosine,small_random,0.001,0.588834405,0.572204615
300,relu,5,Momentum_with_cosine,small_random,0,0.589030504,0.532830654
200,tanh,5,Adam_with_cosine,Xavier,0.0001,0.592900574,0.808582962
100,relu,8,Adam_with_cosine,Xavier,0,0.598921955,1.010597302
200,tanh,11,SGD_with_cosine,Xavier,0,0.599718273,0.316999987
100,tanh,11,Momentum_with_cosine,Xavier,0,0.609650016,0.317637933
200,sigmoid,11,Momentum_with_cosine,Xavier,0.0001,0.613699615,0.567407864
200,relu,5,SGD_with_cosine,Xavier,0.001,0.618617296,0.573126054
200,relu,5,Adam_with_cosine,Xavier,0,0.62286371,0.629726568
300,relu,5,Momentum_with_cosine,Xavier,0.001,0.625452518,0.484225399
200,sigmoid,5,Adam_with_cosine,Xavier,0,0.633399248,0.724818556
100,relu,11,SGD_with_cosine,Xavier,0,0.63516891,0.838169534
300,tanh,5,Adam_with_cosine,Xavier,0.0001,0.635318041,0.553427752
300,relu,11,Adam_with_cosine,Xavier,0,0.642050266,0.672784681
100,tanh,8,Adam_with_cosine,Xavier,0.001,0.642805398,0.682382633
200,sigmoid,8,SGD_with_cosine,Xavier,0.0001,0.643547356,0.585250384
100,tanh,11,SGD_with_cosine,Xavier,0.0001,0.644387126,1.094783687
300,relu,5,SGD_with_cosine,small_random,0.0001,0.645340085,0.613004648
300,tanh,8,Momentum_with_cosine,Xavier,0.0001,0.647563934,0.38076371
100,relu,11,Adam_with_cosine,Xavier,0,0.651726186,0.42947708
200,sigmoid,5,Momentum_with_cosine,small_random,0.001,0.653752506,0.277427633
300,sigmoid,5,SGD_with_cosine,Xavier,0.001,0.656306207,0.630756794
100,relu,8,SGD_with_cosine,Xavier,0.001,0.663162291,0.360169498
300,tanh,5,Adam_with_cosine,small_random,0.001,0.6664657,0.591655984
300,sigmoid,5,Momentum_with_cosine,Xavier,0.0001,0.667455137,0.495733125
300,tanh,11,Momentum_with_cosine,small_random,0,0.67021215,0.791349195
300,tanh,5,Adam_with_cosine,small_random,0,0.670884013,1.183179613
300,sigmoid,11,SGD_with_cosine,small_random,0,0.671155095,0.318736853
200,relu,8,Adam_with_cosine,small_random,0.001,0.679506063,0.754230433
200,tanh,5,Adam_with_cosine,Xavier,0.001,0.680743873,0.699259752
100,sigmoid,8,SGD_with_cosine,Xavier,0.0001,0.681622982,0.754038459
200,tanh,5,Momentum_with_cosine,Xavier,0,0.685318828,0.583224973
100,tanh,11,SGD_with_cosine,small_random,0.001,0.68554908,1.049545952
200,relu,5,Momentum_with_cosine,Xavier,0.001,0.687274694,0.65513141
100,relu,11,Adam_with_cosine,Xavier,0.0001,0.690767288,1.187610746
200,relu,5,Adam_with_cosine,Xavier,0.0001,0.6912148,1.208581919
300,sigmoid,11,SGD_with_cosine,small_random,0.001,0.692115605,0.305369864
300,relu,11,Momentum_with_cosine,Xavier,0,0.694123864,0.470375742
300,relu,8,Adam_with_cosine,Xavier,0.0001,0.694939554,0.54881514
100,tanh,8,Adam_with_cosine,small_random,0.001,0.697655678,0.880459345
300,sigmoid,8,Momentum_with_cosine,Xavier,0.0001,0.700177908,0.462471843
300,relu,8,Adam_with_cosine,Xavier,0.001,0.706885636,1.329639112
100,sigmoid,5,SGD_with_cosine,Xavier,0,0.712162316,0.859310442
200,relu,8,Momentum_with_cosine,Xavier,0,0.712253749,0.870789331
100,tanh,5,Adam_with_cosine,Xavier,0.0001,0.715435386,0.531089684
300,tanh,5,Momentum_with_cosine,Xavier,0.0001,0.720498443,0.35314981
100,sigmoid,11,Adam_with_cosine,small_random,0.0001,0.721031129,0.407509191
100,tanh,5,Momentum_with_cosine,small_random,0.0001,0.724755704,1.023255964
200,sigmoid,11,Momentum_with_cosine,small_random,0,0.72845155,0.762921187
100,sigmoid,11,Momentum_with_cosine,Xavier,0.001,0.729993701,0.870049757
100,relu,8,SGD_with_cosine,small_random,0,0.732421994,1.430066443
200,tanh,8,Momentum_with_cosine,small_random,0.001,0.734059215,0.582569439
100,sigmoid,8,Adam_with_cosine,small_random,0,0.734111726,0.881455048
100,tanh,8,Adam_with_cosine,small_random,0.0001,0.738860786,0.439374269
300,relu,11,Adam_with_cosine,Xavier,0.0001,0.740785539,0.844473692
300,sigmoid,8,Momentum_with_cosine,small_random,0.0001,0.745792449,0.717170247
300,relu,5,Momentum_with_cosine,Xavier,0,0.754028559,0.712883713
200,tanh,11,Adam_with_cosine,Xavier,0.0001,0.754680872,0.292750597
100,relu,11,SGD_with_cosine,Xavier,0.001,0.7592237,0.568988404
200,sigmoid,11,Adam_with_cosine,small_random,0.001,0.759974301,0.711340252
100,sigmoid,11,Momentum_with_cosine,Xavier,0,0.764621317,0.776000664
300,relu,5,Momentum_with_cosine,Xavier,0.0001,0.766131639,0.621357502
300,sigmoid,8,Adam_with_cosine,small_random,0.001,0.776204824,0.815668043
200,tanh,11,SGD_with_cosine,small_random,0,0.783792317,0.680905147
200,tanh,8,SGD_with_cosine,small_random,0.001,0.78478092,0.657329533
100,relu,8,Momentum_with_cosine,Xavier,0.0001,0.784973562,0.910114404
300,tanh,11,SGD_with_cosine,small_random,0,0.787718713,0.357142372
200,relu,5,Momentum_with_cosine,Xavier,0.0001,0.790182412,1.024244789
300,tanh,8,Adam_with_cosine,small_random,0.001,0.79078263,0.611713926
100,sigmoid,11,Momentum_with_cosine,small_random,0,0.794436455,0.622385805
100,tanh,8,SGD_with_cosine,Xavier,0.001,0.79445529,0.922186839
100,tanh,11,SGD_with_cosine,Xavier,0,0.797285557,0.834139489
100,relu,8,Adam_with_cosine,small_random,0.0001,0.800530612,1.334478356
200,sigmoid,11,SGD_with_cosine,Xavier,0.0001,0.801389039,0.773933154
300,tanh,11,SGD_with_cosine,Xavier,0.0001,0.804572999,1.243514644
100,tanh,8,Adam_with_cosine,Xavier,0,0.805899501,0.909641574
200,relu,8,SGD_with_cosine,small_random,0,0.80636543,0.845480064
300,tanh,5,SGD_with_cosine,small_random,0,0.808297515,0.52501345
200,sigmoid,8,Momentum_with_cosine,small_random,0,0.812436581,0.514425264
200,relu,8,Momentum_with_cosine,small_random,0.0001,0.819194853,1.462853353
100,sigmoid,8,SGD_with_cosine,small_random,0,0.823227406,0.894039427
200,tanh,8,SGD_with_cosine,small_random,0.0001,0.82523185,1.063700391
100,relu,8,Adam_with_cosine,small_random,0,0.826200604,0.203089182
200,relu,11,SGD_with_cosine,small_random,0.001,0.826551914,0.705586499
200,sigmoid,8,SGD_with_cosine,small_random,0,0.827285528,0.981244394
300,relu,8,Adam_with_cosine,Xavier,0,0.835868061,0.736287333
300,relu,11,SGD_with_cosine,Xavier,0.0001,0.838379383,1.014409004
300,relu,5,Adam_with_cosine,small_random,0.0001,0.839772582,0.833447588
200,tanh,5,Momentum_with_cosine,small_random,0,0.840958059,0.887139696
200,tanh,11,Momentum_with_cosine,Xavier,0.001,0.84898591,0.884117538
100,tanh,11,Adam_with_cosine,Xavier,0,0.849945724,0.96788939
300,relu,11,Momentum_with_cosine,Xavier,0.001,0.852903366,0.387300247
200,tanh,11,SGD_with_cosine,small_random,0.0001,0.85846591,0.680347354
200,relu,8,SGD_with_cosine,Xavier,0.0001,0.859822273,0.876598988
200,tanh,5,SGD_with_cosine,small_random,0.001,0.860149443,0.814276334
300,sigmoid,11,SGD_with_cosine,Xavier,0.0001,0.862635314,0.721671159
200,tanh,8,Adam_with_cosine,small_random,0.001,0.863006353,0.788761114
300,tanh,8,Adam_with_cosine,Xavier,0,0.865187347,0.489695919
300,sigmoid,5,SGD_with_cosine,Xavier,0,0.866924405,0.990623323
300,tanh,8,SGD_with_cosine,small_random,0,0.870759249,0.756480377
200,sigmoid,8,SGD_with_cosine,small_random,0.001,0.8745116,1.11258129
300,tanh,5,SGD_with_cosine,small_random,0.0001,0.875324488,0.678664147
300,sigmoid,11,SGD_with_cosine,Xavier,0,0.87656796,0.780759808
200,tanh,5,SGD_with_cosine,Xavier,0.001,0.879183888,1.134949668
300,tanh,11,Momentum_with_cosine,Xavier,0,0.882813931,0.355796474
100,relu,8,SGD_with_cosine,Xavier,0.0001,0.893964767,0.686170961
100,sigmoid,5,Momentum_with_cosine,small_random,0.001,0.899373055,0.652770258
100,tanh,8,SGD_with_cosine,small_random,0.001,0.906100512,0.470736879
100,sigmoid,8,SGD_with_cosine,small_random,0.0001,0.907913685,0.521574022
200,tanh,8,SGD_with_cosine,Xavier,0,0.908210337,0.783923875
200,relu,5,Momentum_with_cosine,small_random,0,0.912279367,0.988225447
100,relu,5,Adam_with_cosine,Xavier,0,0.912891686,0.666073759
200,relu,5,Momentum_with_cosine,Xavier,0,0.913942158,0.99413136
300,relu,8,Momentum_with_cosine,Xavier,0.001,0.919575453,0.250485696
200,sigmoid,5,Momentum_with_cosine,small_random,0,0.921604574,0.913361435
100,relu,5,Adam_with_cosine,small_random,0.0001,0.924534678,1.133224197
200,tanh,8,Adam_with_cosine,small_random,0,0.926126063,0.895319823
300,sigmoid,8,Adam_with_cosine,Xavier,0.0001,0.930257022,0.991660801
100,relu,5,Adam_with_cosine,small_random,0.001,0.93032825,1.171485389
200,tanh,11,Momentum_with_cosine,small_random,0.001,0.931457102,0.379335693
100,sigmoid,8,Momentum_with_cosine,Xavier,0,0.934897006,0.9238633
200,relu,11,Adam_with_cosine,Xavier,0.001,0.939007759,0.545178509
300,relu,11,SGD_with_cosine,small_random,0,0.940613329,2.053011495
100,tanh,11,Adam_with_cosine,small_random,0.001,0.941251397,0.383960721
200,sigmoid,11,Adam_with_cosine,Xavier,0.0001,0.944865465,0.946186527
300,tanh,11,Adam_with_cosine,Xavier,0,0.946022749,0.46999116
100,relu,8,Momentum_with_cosine,small_random,0.001,0.946675777,0.501438688
300,sigmoid,8,Adam_with_cosine,Xavier,0,0.948208869,0.983575524
300,tanh,8,SGD_with_cosine,Xavier,0,0.949840724,0.766739415
200,sigmoid,8,Momentum_with_cosine,small_random,0.0001,0.960969508,0.773987901
100,relu,8,Momentum_with_cosine,Xavier,0.001,0.961919188,1.53765831
200,tanh,11,Adam_with_cosine,small_random,0,0.963309228,0.937667078
200,relu,8,Adam_with_cosine,Xavier,0.0001,0.964490831,0.684804925
200,relu,5,SGD_with_cosine,Xavier,0,0.967707694,1.440601776
300,tanh,8,Momentum_with_cosine,Xavier,0,0.972149372,0.771701773
300,tanh,5,SGD_with_cosine,Xavier,0,0.984811366,0.719403178
100,tanh,11,Momentum_with_cosine,small_random,0.0001,0.98651427,0.81488835
100,tanh,11,SGD_with_cosine,small_random,0,0.99187547,0.679920016
300,relu,5,Adam_with_cosine,small_random,0,0.998980582,0.97769776
100,relu,5,Momentum_with_cosine,Xavier,0.0001,0.999727666,0.387241989
300,relu,8,Momentum_with_cosine,Xavier,0,1.003837705,0.819265395
