Epochs,Activation function,Hidden nodes,Optimizer,Initializer,Regularizer,In-sample RMSE,Out-of-sample RMSE
100,sigmoid,5,Adam_with_cosine,Xavier,0.001,1.008283377,0.999361088
200,sigmoid,5,Momentum_with_cosine,Xavier,0.001,1.015916467,0.89627315
100,tanh,5,Momentum_with_cosine,Xavier,0.0001,1.016152859,1.146336191
100,tanh,5,Adam_with_cosine,small_random,0.001,1.016640902,0.352853287
200,tanh,8,Momentum_with_cosine,small_random,0,1.018990874,0.848025483
300,relu,5,SGD_with_cosine,small_random,0.001,1.022305846,0.952304531
100,tanh,5,SGD_with_cosine,Xavier,0,1.024406672,1.45072656
100,sigmoid,11,SGD_with_cosine,Xavier,0.0001,1.025429606,1.039896831
100,relu,11,Momentum_with_cosine,small_random,0.001,1.030621648,0.84155889
200,sigmoid,5,SGD_with_cosine,Xavier,0.0001,1.041954637,1.08075465
100,tanh,5,Adam_with_cosine,Xavier,0.001,1.042736411,0.556664409
300,relu,8,SGD_with_cosine,small_random,0.0001,1.046999693,0.499371832
300,relu,8,SGD_with_cosine,Xavier,0.0001,1.052336335,1.19059645
300,sigmoid,8,SGD_with_cosine,Xavier,0.0001,1.053474307,1.083177056
200,sigmoid,8,Momentum_with_cosine,Xavier,0.0001,1.05488503,1.032084534
300,sigmoid,5,Momentum_with_cosine,small_random,0.0001,1.058003068,1.344964856
300,tanh,8,Adam_with_cosine,small_random,0,1.060112119,0.633659907
100,tanh,8,Adam_with_cosine,Xavier,0.0001,1.064538836,0.46011076
200,sigmoid,5,SGD_with_cosine,small_random,0.0001,1.064889193,1.131026122
200,relu,8,Adam_with_cosine,Xavier,0,1.069029689,1.054126635
200,tanh,11,Momentum_with_cosine,small_random,0,1.083980441,1.040764432
200,tanh,11,Momentum_with_cosine,small_random,0.0001,1.087868452,1.048803554
100,sigmoid,8,Adam_with_cosine,small_random,0.001,1.089532018,1.170220398
200,relu,5,Adam_with_cosine,small_random,0,1.096333385,1.802585695
100,sigmoid,5,Momentum_with_cosine,Xavier,0.001,1.11791873,0.971373283
300,relu,5,Adam_with_cosine,small_random,0.001,1.119905353,0.920638213
100,sigmoid,11,Adam_with_cosine,small_random,0.001,1.124135971,1.26230492
100,relu,8,Momentum_with_cosine,Xavier,0,1.143664837,0.975012495
300,relu,11,Momentum_with_cosine,Xavier,0.0001,1.14499712,1.099658287
100,sigmoid,5,Adam_with_cosine,small_random,0.001,1.150375009,1.150940764
300,tanh,8,SGD_with_cosine,Xavier,0.0001,1.159789443,1.0367396
200,tanh,5,Momentum_with_cosine,small_random,0.001,1.161771655,1.629975245
200,sigmoid,11,Momentum_with_cosine,small_random,0.0001,1.166024923,0.907417065
200,tanh,11,Momentum_with_cosine,Xavier,0,1.166955948,0.872765713
300,relu,8,Momentum_with_cosine,Xavier,0.0001,1.168730378,1.113505827
200,relu,5,SGD_with_cosine,small_random,0,1.170083642,1.621443712
100,tanh,8,Momentum_with_cosine,Xavier,0.0001,1.17361331,1.419790421
300,tanh,11,SGD_with_cosine,small_random,0.0001,1.175312996,0.798131811
300,sigmoid,5,Adam_with_cosine,Xavier,0.001,1.177240372,1.156633207
300,relu,5,Momentum_with_cosine,small_random,0.001,1.179929495,1.460437976
300,sigmoid,5,SGD_with_cosine,Xavier,0.0001,1.18429172,1.214814941
200,sigmoid,8,Momentum_with_cosine,small_random,0.001,1.18762958,1.319778527
300,sigmoid,5,SGD_with_cosine,small_random,0.001,1.197080016,1.587111069
300,relu,8,SGD_with_cosine,Xavier,0,1.198589444,1.259201544
200,tanh,11,Adam_with_cosine,small_random,0.0001,1.207171202,0.66208334
100,sigmoid,8,Adam_with_cosine,Xavier,0,1.207578182,1.212540741
300,relu,5,Adam_with_cosine,Xavier,0.001,1.210608363,1.174518702
300,relu,8,Adam_with_cosine,small_random,0,1.211720943,1.932461812
200,tanh,8,Adam_with_cosine,Xavier,0.001,1.212707162,0.726267367
100,relu,11,SGD_with_cosine,Xavier,0.0001,1.221319318,1.115895657
100,tanh,5,SGD_with_cosine,Xavier,0.001,1.222883463,1.246268557
300,sigmoid,11,Momentum_with_cosine,small_random,0.001,1.223200679,1.050281297
300,tanh,8,Momentum_with_cosine,small_random,0.001,1.223937988,1.338208788
300,sigmoid,8,SGD_with_cosine,Xavier,0.001,1.229802489,1.375115309
200,sigmoid,5,Momentum_with_cosine,small_random,0.0001,1.232769012,1.080398171
300,sigmoid,5,Adam_with_cosine,small_random,0.0001,1.239798307,0.902717809
200,sigmoid,11,Momentum_with_cosine,small_random,0.001,1.24620831,1.263433926
100,tanh,5,Adam_with_cosine,small_random,0,1.255941272,0.798280255
300,tanh,5,Momentum_with_cosine,small_random,0,1.26027143,1.45428227
300,sigmoid,8,SGD_with_cosine,small_random,0,1.26543653,1.247633659
100,tanh,11,SGD_with_cosine,small_random,0.0001,1.268202782,1.751297615
300,sigmoid,11,Momentum_with_cosine,Xavier,0.001,1.274330616,1.203508996
300,relu,8,Momentum_with_cosine,small_random,0.001,1.278070092,2.849016513
300,tanh,5,Momentum_with_cosine,small_random,0.0001,1.279552341,1.96467654
300,tanh,11,SGD_with_cosine,Xavier,0,1.285780072,0.698439567
100,relu,5,Momentum_with_cosine,small_random,0.001,1.288353682,2.315586666
300,tanh,11,SGD_with_cosine,small_random,0.001,1.290985823,1.326655521
200,relu,8,Adam_with_cosine,small_random,0,1.293865323,1.37397386
300,sigmoid,11,Adam_with_cosine,small_random,0.001,1.307989001,1.070279777
100,tanh,11,Momentum_with_cosine,small_random,0.001,1.310104012,0.956247627
100,tanh,5,SGD_with_cosine,small_random,0.0001,1.314008474,1.105749547
200,tanh,8,Adam_with_cosine,small_random,0.0001,1.314184308,1.815719112
300,tanh,8,SGD_with_cosine,small_random,0.0001,1.316425323,2.07968544
200,tanh,5,SGD_with_cosine,small_random,0.0001,1.3194139,1.164332044
300,sigmoid,8,Adam_with_cosine,small_random,0.0001,1.320997715,1.037811083
200,tanh,8,SGD_with_cosine,small_random,0,1.322736025,1.210649324
200,tanh,5,Momentum_with_cosine,small_random,0.0001,1.342298031,0.879714948
100,relu,5,SGD_with_cosine,small_random,0,1.348513007,1.372502438
200,tanh,5,Momentum_with_cosine,Xavier,0.001,1.348700285,1.208084871
200,sigmoid,8,Adam_with_cosine,small_random,0,1.358096838,1.320003733
300,sigmoid,11,Momentum_with_cosine,small_random,0.0001,1.369233847,1.553788027
300,tanh,11,Adam_with_cosine,Xavier,0.001,1.394116879,1.510132246
100,tanh,5,Momentum_with_cosine,small_random,0,1.414096355,1.360101435
100,sigmoid,5,Adam_with_cosine,Xavier,0,1.418710828,1.400416208
100,tanh,8,SGD_with_cosine,Xavier,0.0001,1.42371583,1.72892057
300,tanh,5,SGD_with_cosine,small_random,0.001,1.432085395,0.870763681
100,tanh,8,Momentum_with_cosine,small_random,0,1.436547279,1.286253542
300,tanh,8,Momentum_with_cosine,small_random,0,1.445596814,0.991121189
300,relu,11,SGD_with_cosine,small_random,0.001,1.451302052,0.626832467
100,tanh,5,SGD_with_cosine,small_random,0,1.470040917,1.521786544
100,tanh,11,Momentum_with_cosine,Xavier,0.001,1.471880674,1.416702912
100,sigmoid,8,Adam_with_cosine,Xavier,0.0001,1.475229383,1.387150932
300,tanh,11,Adam_with_cosine,small_random,0,1.488994241,1.188550068
300,tanh,5,Adam_with_cosine,small_random,0.0001,1.490506172,2.048802401
100,relu,11,Adam_with_cosine,small_random,0.001,1.49193871,1.759056256
200,tanh,5,Adam_with_cosine,small_random,0.0001,1.492358565,1.793818875
100,tanh,8,SGD_with_cosine,small_random,0,1.494029284,1.230274128
200,relu,11,Adam_with_cosine,small_random,0.0001,1.495733738,1.590235205
100,tanh,8,Adam_with_cosine,small_random,0,1.49689734,2.018930696
100,sigmoid,11,SGD_with_cosine,small_random,0,1.496904731,1.682789796
200,tanh,5,SGD_with_cosine,Xavier,0,1.499735117,1.642069711
200,tanh,8,Momentum_with_cosine,small_random,0.0001,1.502634764,0.777434345
200,sigmoid,11,SGD_with_cosine,small_random,0,1.508106709,1.320740162
200,relu,8,SGD_with_cosine,small_random,0.0001,1.515286326,2.162301497
100,sigmoid,11,Adam_with_cosine,Xavier,0.0001,1.52152288,1.587574996
300,sigmoid,5,SGD_with_cosine,small_random,0,1.527710795,1.934769449
200,sigmoid,11,SGD_with_cosine,Xavier,0,1.532248378,1.653641219
100,sigmoid,8,Momentum_with_cosine,Xavier,0.0001,1.54104507,1.571078864
300,tanh,5,SGD_with_cosine,Xavier,0.001,1.54880321,1.330947273
100,sigmoid,11,SGD_with_cosine,Xavier,0,1.553747177,1.485822483
300,sigmoid,11,Momentum_with_cosine,Xavier,0,1.580756664,1.714365478
100,tanh,5,Adam_with_cosine,small_random,0.0001,1.592056036,1.716389005
300,sigmoid,8,SGD_with_cosine,small_random,0.0001,1.597555399,1.82772263
100,tanh,11,Adam_with_cosine,small_random,0,1.621580839,1.643117152
100,relu,11,Momentum_with_cosine,Xavier,0,1.651548862,1.090558648
300,relu,11,Adam_with_cosine,small_random,0.001,1.665018678,2.803857162
300,sigmoid,11,Momentum_with_cosine,Xavier,0.0001,1.666356683,1.797827233
200,relu,11,SGD_with_cosine,small_random,0,1.672567248,0.862453256
300,relu,8,SGD_with_cosine,small_random,0.001,1.678506613,0.874769895
300,tanh,5,Momentum_with_cosine,Xavier,0,1.681597352,1.417303056
300,relu,11,SGD_with_cosine,small_random,0.0001,1.68451035,1.068398619
100,relu,5,SGD_with_cosine,small_random,0.001,1.68883884,2.75757417
300,sigmoid,8,SGD_with_cosine,small_random,0.001,1.70288384,1.582582094
200,sigmoid,11,SGD_with_cosine,small_random,0.001,1.733410716,1.774420315
300,relu,11,Adam_with_cosine,small_random,0.0001,1.758729696,1.457940511
200,relu,11,Momentum_with_cosine,small_random,0.0001,1.775678396,1.923120037
300,relu,5,SGD_with_cosine,small_random,0,1.781027555,2.75275872
300,sigmoid,8,Momentum_with_cosine,Xavier,0.001,1.792653322,1.685071898
200,relu,8,SGD_with_cosine,Xavier,0,1.798788786,2.286896603
100,tanh,8,SGD_with_cosine,small_random,0.0001,1.802161813,2.118243276
300,sigmoid,5,Adam_with_cosine,small_random,0.001,1.808216333,1.708525286
100,sigmoid,8,Momentum_with_cosine,small_random,0.001,1.812235951,1.588423905
100,relu,8,Adam_with_cosine,Xavier,0.001,1.81561625,1.451153514
200,tanh,5,Adam_with_cosine,small_random,0.001,1.818596601,1.510951633
300,tanh,5,Momentum_with_cosine,small_random,0.001,1.831498027,1.619546896
100,relu,11,SGD_with_cosine,small_random,0,1.842550159,0.378525052
300,sigmoid,5,SGD_with_cosine,small_random,0.0001,1.850503564,1.569153815
300,relu,11,Momentum_with_cosine,small_random,0.001,1.859789133,1.073955438
100,relu,8,Momentum_with_cosine,small_random,0.0001,1.884223342,1.800203583
300,sigmoid,5,Momentum_with_cosine,Xavier,0,1.907082319,1.91381086
200,tanh,5,SGD_with_cosine,small_random,0,1.92804563,1.468987316
300,tanh,8,Adam_with_cosine,small_random,0.0001,1.941101313,1.78638833
200,tanh,11,Adam_with_cosine,Xavier,0,1.957386613,2.257757659
300,tanh,11,Adam_with_cosine,Xavier,0.0001,1.96657753,1.131970659
200,relu,11,Momentum_with_cosine,small_random,0.001,1.972236156,2.758544533
100,tanh,11,Adam_with_cosine,Xavier,0.001,1.981084108,1.641208757
300,relu,11,Adam_with_cosine,small_random,0,1.99345839,2.371676464
200,sigmoid,11,Adam_with_cosine,Xavier,0,2.017061472,2.012882077
300,tanh,11,Momentum_with_cosine,small_random,0.001,2.019251585,1.676760866
200,relu,8,SGD_with_cosine,small_random,0.001,2.027199268,3.201014574
200,relu,8,Adam_with_cosine,Xavier,0.001,2.045749187,2.387482921
300,sigmoid,11,Adam_with_cosine,Xavier,0,2.063821077,2.10422524
300,relu,8,Adam_with_cosine,small_random,0.0001,2.074403048,0.912833488
100,sigmoid,11,SGD_with_cosine,small_random,0.001,2.081089973,2.363047237
200,relu,5,SGD_with_cosine,small_random,0.001,2.085099936,1.429106113
100,relu,8,Momentum_with_cosine,small_random,0,2.098581791,1.442745436
100,sigmoid,8,Momentum_with_cosine,Xavier,0.001,2.116633415,2.129342625
300,relu,11,Momentum_with_cosine,small_random,0,2.120448112,2.277451962
300,relu,5,SGD_with_cosine,Xavier,0,2.150485516,2.3675052
100,sigmoid,8,Adam_with_cosine,Xavier,0.001,2.150776148,2.140990363
100,relu,11,SGD_with_cosine,small_random,0.0001,2.19273901,2.526259071
300,relu,5,Adam_with_cosine,Xavier,0,2.216030598,2.507814913
100,relu,11,SGD_with_cosine,small_random,0.001,2.298872471,1.797970073
100,sigmoid,5,Momentum_with_cosine,small_random,0,2.301872492,1.887037185
200,relu,5,SGD_with_cosine,small_random,0.0001,2.337764025,1.567953273
200,relu,11,Momentum_with_cosine,small_random,0,2.418006182,2.66928976
300,relu,11,Momentum_with_cosine,small_random,0.0001,2.420344114,1.737246567
100,tanh,11,Adam_with_cosine,small_random,0.0001,2.6405375,3.253073709
100,tanh,5,SGD_with_cosine,small_random,0.001,2.641305685,2.372555257
100,relu,11,Momentum_with_cosine,small_random,0.0001,2.680956841,2.577942221
200,sigmoid,5,SGD_with_cosine,small_random,0,2.706293106,2.535320393
100,relu,8,Adam_with_cosine,small_random,0.001,2.756637096,2.709175298
100,relu,5,SGD_with_cosine,small_random,0.0001,2.819703102,1.731944911
200,relu,8,Momentum_with_cosine,small_random,0.001,2.831685781,3.218552659
200,relu,5,Adam_with_cosine,small_random,0.001,2.872161388,3.479681862
200,relu,8,Adam_with_cosine,small_random,0.0001,3.055938482,1.700493977
100,relu,8,SGD_with_cosine,small_random,0.001,3.145099401,4.55587714
200,relu,11,SGD_with_cosine,small_random,0.0001,3.174628258,4.506380812
300,relu,8,Adam_with_cosine,small_random,0.001,3.21457386,3.779103012
100,relu,5,Momentum_with_cosine,small_random,0,3.352577686,2.531892807
300,relu,8,Momentum_with_cosine,small_random,0,3.363110065,2.689783887
100,relu,5,Momentum_with_cosine,small_random,0.0001,3.664038897,4.337985771
200,relu,11,Adam_with_cosine,small_random,0,3.857083559,2.477479374
200,relu,5,Momentum_with_cosine,small_random,0.001,3.91945982,5.222643567
200,relu,11,Adam_with_cosine,small_random,0.001,4.207826614,4.849050639
100,relu,8,SGD_with_cosine,small_random,0.0001,5.463849068,5.311232288
300,relu,5,Momentum_with_cosine,small_random,0.0001,5.622427464,5.592002669
100,relu,11,Adam_with_cosine,small_random,0,5.93102169,5.678917265
